name,age,country,year,Date_Given,sports,gold_medal,silver_medal,brone_medal,total_medal
Ricky Rubio,17.0,Spain,2008,8/24/2008,Basketball,0,1,0,1
Luis Scola,28.0,Argentina,2008,8/24/2008,Basketball,0,0,1,1
Jenni Screen,26.0,Australia,2008,8/24/2008,Basketball,0,1,0,1
Tatyana Shchyegoleva,26.0,Russia,2008,8/24/2008,Basketball,0,0,1,1
Katie Smith,34.0,United States,2008,8/24/2008,Basketball,1,0,0,1
Belinda Snell,27.0,Australia,2008,8/24/2008,Basketball,0,1,0,1
Irina Sokolovskaya,25.0,Russia,2008,8/24/2008,Basketball,0,0,1,1
Mariya Stepanova,29.0,Russia,2008,8/24/2008,Basketball,0,0,1,1
Laura SummertonHodges,24.0,Australia,2008,8/24/2008,Basketball,0,1,0,1
Diana Taurasi,26.0,United States,2008,8/24/2008,Basketball,1,0,0,1
Penny Taylor,27.0,Australia,2008,8/24/2008,Basketball,0,1,0,1
Tina Thompson,33.0,United States,2008,8/24/2008,Basketball,1,0,0,1
Nataliya Vodopyanova,27.0,Russia,2008,8/24/2008,Basketball,0,0,1,1
Dwyane Wade Jr,26.0,United States,2008,8/24/2008,Basketball,1,0,0,1
Deron Williams,24.0,United States,2008,8/24/2008,Basketball,1,0,0,1
Carmelo Anthony,20.0,United States,2004,8/29/2004,Basketball,0,0,1,1
Anna Arkhipova,31.0,Russia,2004,8/29/2004,Basketball,0,0,1,1
Olga Arteshina,21.0,Russia,2004,8/29/2004,Basketball,0,0,1,1
Yelena Baranova,32.0,Russia,2004,8/29/2004,Basketball,0,0,1,1
Gianluca Basile,29.0,Italy,2004,8/29/2004,Basketball,0,1,0,1
Suzy Batkovic,23.0,Australia,2004,8/29/2004,Basketball,0,1,0,1
Sue Bird,23.0,United States,2004,8/29/2004,Basketball,1,0,0,1
Carlos Boozer,22.0,United States,2004,8/29/2004,Basketball,0,0,1,1
Sandy Brondello,35.0,Australia,2004,8/29/2004,Basketball,0,1,0,1
Massimo Bulleri,26.0,Italy,2004,8/29/2004,Basketball,0,1,0,1
Swin Cash,24.0,United States,2004,8/29/2004,Basketball,1,0,0,1
Tamika Catchings,25.0,United States,2004,8/29/2004,Basketball,1,0,0,1
Roberto Chiacig,29.0,Italy,2004,8/29/2004,Basketball,0,1,0,1
Allison CookTranquilli,32.0,Australia,2004,8/29/2004,Basketball,0,1,0,1
Carlos Delfino,21.0,Argentina,2004,8/29/2004,Basketball,1,0,0,1
Tim Duncan,28.0,United States,2004,8/29/2004,Basketball,0,0,1,1
Trish Fallon,32.0,Australia,2004,8/29/2004,Basketball,0,1,0,1
Gabriel Fernndez,27.0,Argentina,2004,8/29/2004,Basketball,1,0,0,1
Jack Galanda,29.0,Italy,2004,8/29/2004,Basketball,0,1,0,1
Luca Garri,22.0,Italy,2004,8/29/2004,Basketball,0,1,0,1
Manu Ginbili,27.0,Argentina,2004,8/29/2004,Basketball,1,0,0,1
Yolanda Griffith,34.0,United States,2004,8/29/2004,Basketball,1,0,0,1
Diana Gustilina,30.0,Russia,2004,8/29/2004,Basketball,0,0,1,1
Leonardo Gutirrez,26.0,Argentina,2004,8/29/2004,Basketball,1,0,0,1
Kristi Harrower,29.0,Australia,2004,8/29/2004,Basketball,0,1,0,1
Walter Herrmann,25.0,Argentina,2004,8/29/2004,Basketball,1,0,0,1
Allen Iverson,29.0,United States,2004,8/29/2004,Basketball,0,0,1,1
Lauren Jackson,23.0,Australia,2004,8/29/2004,Basketball,0,1,0,1
LeBron James,19.0,United States,2004,8/29/2004,Basketball,0,0,1,1
Richard Jefferson,24.0,United States,2004,8/29/2004,Basketball,0,0,1,1
Shannon Johnson,29.0,United States,2004,8/29/2004,Basketball,1,0,0,1
Mariya Kalmykova,30.0,Russia,2004,8/29/2004,Basketball,0,0,1,1
Yelena Karpova,24.0,Russia,2004,8/29/2004,Basketball,0,0,1,1
Ilona Korstin,24.0,Russia,2004,8/29/2004,Basketball,0,0,1,1
Lisa Leslie,32.0,United States,2004,8/29/2004,Basketball,1,0,0,1
Stephon Marbury,27.0,United States,2004,8/29/2004,Basketball,0,0,1,1
Denis Marconato,29.0,Italy,2004,8/29/2004,Basketball,0,1,0,1
Shawn Marion,26.0,United States,2004,8/29/2004,Basketball,0,0,1,1
Michele Mian,31.0,Italy,2004,8/29/2004,Basketball,0,1,0,1
Alejandro Ariel Montecchia,32.0,Argentina,2004,8/29/2004,Basketball,1,0,0,1
Andrs Nocioni,24.0,Argentina,2004,8/29/2004,Basketball,1,0,0,1
Fabricio Oberto,31.0,Argentina,2004,8/29/2004,Basketball,1,0,0,1
Lamar Odom,24.0,United States,2004,8/29/2004,Basketball,0,0,1,1
Emeka Okafor,21.0,United States,2004,8/29/2004,Basketball,0,0,1,1
Irina Osipova,23.0,Russia,2004,8/29/2004,Basketball,0,0,1,1
Natalie Porter,23.0,Australia,2004,8/29/2004,Basketball,0,1,0,1
Alicia Poto,26.0,Australia,2004,8/29/2004,Basketball,0,1,0,1
Gianmarco Pozzecco,31.0,Italy,2004,8/29/2004,Basketball,0,1,0,1
Nikola Radulovic,31.0,Italy,2004,8/29/2004,Basketball,0,1,0,1
Oksana Rakhmatulina,27.0,Russia,2004,8/29/2004,Basketball,0,0,1,1
Alex Righetti,27.0,Italy,2004,8/29/2004,Basketball,0,1,0,1
Ruth Riley,24.0,United States,2004,8/29/2004,Basketball,1,0,0,1
Rodolfo Rombaldoni,27.0,Italy,2004,8/29/2004,Basketball,0,1,0,1
Pepe Snchez,27.0,Argentina,2004,8/29/2004,Basketball,1,0,0,1
Luis Scola,24.0,Argentina,2004,8/29/2004,Basketball,1,0,0,1
Hugo Ariel Sconochini,33.0,Argentina,2004,8/29/2004,Basketball,1,0,0,1
Tatyana Shchyegoleva,22.0,Russia,2004,8/29/2004,Basketball,0,0,1,1
Katie Smith,30.0,United States,2004,8/29/2004,Basketball,1,0,0,1
Belinda Snell,23.0,Australia,2004,8/29/2004,Basketball,0,1,0,1
Matteo Soragna,28.0,Italy,2004,8/29/2004,Basketball,0,1,0,1
Rachael Sporn,36.0,Australia,2004,8/29/2004,Basketball,0,1,0,1
Dawn Staley,34.0,United States,2004,8/29/2004,Basketball,1,0,0,1
Mariya Stepanova,25.0,Russia,2004,8/29/2004,Basketball,0,0,1,1
Amare Stoudemire,24.0,United States,2004,8/29/2004,Basketball,0,0,1,1
Laura SummertonHodges,20.0,Australia,2004,8/29/2004,Basketball,0,1,0,1
Sheryl Swoopes,33.0,United States,2004,8/29/2004,Basketball,1,0,0,1
Diana Taurasi,22.0,United States,2004,8/29/2004,Basketball,1,0,0,1
Penny Taylor,23.0,Australia,2004,8/29/2004,Basketball,0,1,0,1
Tina Thompson,29.0,United States,2004,8/29/2004,Basketball,1,0,0,1
Nataliya Vodopyanova,23.0,Russia,2004,8/29/2004,Basketball,0,0,1,1
Dwyane Wade Jr,22.0,United States,2004,8/29/2004,Basketball,0,0,1,1
Rubn Wolkowyski,30.0,Argentina,2004,8/29/2004,Basketball,1,0,0,1
Shareef AbdurRahim,23.0,United States,2000,10-01-2000,Basketball,1,0,0,1
Dainius Adomaitis,26.0,Lithuania,2000,10-01-2000,Basketball,0,0,1,1
Adriana,29.0,Brazil,2000,10-01-2000,Basketball,0,0,1,1
Adrianinha,21.0,Brazil,2000,10-01-2000,Basketball,0,0,1,1
Alessandra,26.0,Brazil,2000,10-01-2000,Basketball,0,0,1,1
Ray Allen,25.0,United States,2000,10-01-2000,Basketball,1,0,0,1
Vin Baker,28.0,United States,2000,10-01-2000,Basketball,1,0,0,1
Jim Bilba,32.0,France,2000,10-01-2000,Basketball,0,1,0,1
Ruthie BoltonHolifield,33.0,United States,2000,10-01-2000,Basketball,1,0,0,1
Yann Bonato,28.0,France,2000,10-01-2000,Basketball,0,1,0,1
Carla Boyd,24.0,Australia,2000,10-01-2000,Basketball,0,1,0,1
Michelle BroganGriffiths,27.0,Australia,2000,10-01-2000,Basketball,0,1,0,1
Sandy Brondello,32.0,Australia,2000,10-01-2000,Basketball,0,1,0,1
Vince Carter,23.0,United States,2000,10-01-2000,Basketball,1,0,0,1
Cntia,25.0,Brazil,2000,10-01-2000,Basketball,0,0,1,1
Cludinha,25.0,Brazil,2000,10-01-2000,Basketball,0,0,1,1
Makan Dioumassi,28.0,France,2000,10-01-2000,Basketball,0,1,0,1
Teresa Edwards,36.0,United States,2000,10-01-2000,Basketball,1,0,0,1
Gintaras Einikis,30.0,Lithuania,2000,10-01-2000,Basketball,0,0,1,1
Trish Fallon,28.0,Australia,2000,10-01-2000,Basketball,0,1,0,1
Laurent Foirest,26.0,France,2000,10-01-2000,Basketball,0,1,0,1
Thierry Gadou,31.0,France,2000,10-01-2000,Basketball,0,1,0,1
Kevin Garnett,24.0,United States,2000,10-01-2000,Basketball,1,0,0,1
Andrius Giedraitis,27.0,Lithuania,2000,10-01-2000,Basketball,0,0,1,1
Shelley GormanSandie,31.0,Australia,2000,10-01-2000,Basketball,0,1,0,1
Yolanda Griffith,30.0,United States,2000,10-01-2000,Basketball,1,0,0,1
Tim Hardaway,34.0,United States,2000,10-01-2000,Basketball,1,0,0,1
Kristi Harrower,25.0,Australia,2000,10-01-2000,Basketball,0,1,0,1
Helen,27.0,Brazil,2000,10-01-2000,Basketball,0,0,1,1
Jo Hill,27.0,Australia,2000,10-01-2000,Basketball,0,1,0,1
Allan Houston,29.0,United States,2000,10-01-2000,Basketball,1,0,0,1
Lauren Jackson,19.0,Australia,2000,10-01-2000,Basketball,0,1,0,1
Janeth,31.0,Brazil,2000,10-01-2000,Basketball,0,0,1,1
arunas Jasikevicius,24.0,Lithuania,2000,10-01-2000,Basketball,0,0,1,1
Cyril Julian,26.0,France,2000,10-01-2000,Basketball,0,1,0,1
Kelly,20.0,Brazil,2000,10-01-2000,Basketball,0,0,1,1
Jason Kidd,27.0,United States,2000,10-01-2000,Basketball,1,0,0,1
Annie La Fleur,30.0,Australia,2000,10-01-2000,Basketball,0,1,0,1
Lisa Leslie,28.0,United States,2000,10-01-2000,Basketball,1,0,0,1
Lilian,21.0,Brazil,2000,10-01-2000,Basketball,0,0,1,1
Kestutis Marciulionis,24.0,Lithuania,2000,10-01-2000,Basketball,0,0,1,1
Tomas Masiulis,24.0,Lithuania,2000,10-01-2000,Basketball,0,0,1,1
Darius Maskoliunas,29.0,Lithuania,2000,10-01-2000,Basketball,0,0,1,1
Nikki McCray,28.0,United States,2000,10-01-2000,Basketball,1,0,0,1
Antonio McDyess,26.0,United States,2000,10-01-2000,Basketball,1,0,0,1
DeLisha MiltonJones,26.0,United States,2000,10-01-2000,Basketball,1,0,0,1
Alonzo Mourning,30.0,United States,2000,10-01-2000,Basketball,1,0,0,1
Crawford Palmer,30.0,France,2000,10-01-2000,Basketball,0,1,0,1
Gary Payton,32.0,United States,2000,10-01-2000,Basketball,1,0,0,1
Antoine Rigaudeau,28.0,France,2000,10-01-2000,Basketball,0,1,0,1
Stphane Risacher,28.0,France,2000,10-01-2000,Basketball,0,1,0,1
Laurent Sciarra,27.0,France,2000,10-01-2000,Basketball,0,1,0,1
Silvinha,25.0,Brazil,2000,10-01-2000,Basketball,0,0,1,1
Ramunas ikauskas,22.0,Lithuania,2000,10-01-2000,Basketball,0,0,1,1
Katie Smith,26.0,United States,2000,10-01-2000,Basketball,1,0,0,1
Steve Smith,31.0,United States,2000,10-01-2000,Basketball,1,0,0,1
Marta Sobral,36.0,Brazil,2000,10-01-2000,Basketball,0,0,1,1
Darius Songaila,22.0,Lithuania,2000,10-01-2000,Basketball,0,0,1,1
Moustapha Sonko,28.0,France,2000,10-01-2000,Basketball,0,1,0,1
Rachael Sporn,32.0,Australia,2000,10-01-2000,Basketball,0,1,0,1
Dawn Staley,30.0,United States,2000,10-01-2000,Basketball,1,0,0,1
Saulius tombergas,26.0,Lithuania,2000,10-01-2000,Basketball,0,0,1,1
Sheryl Swoopes,29.0,United States,2000,10-01-2000,Basketball,1,0,0,1
Mindaugas Timinskas,26.0,Lithuania,2000,10-01-2000,Basketball,0,0,1,1
Michele Timms,35.0,Australia,2000,10-01-2000,Basketball,0,1,0,1
Frdric Weis,23.0,France,2000,10-01-2000,Basketball,0,1,0,1
Jenny Whittle,27.0,Australia,2000,10-01-2000,Basketball,0,1,0,1
Natalie Williams,29.0,United States,2000,10-01-2000,Basketball,1,0,0,1
Kara Wolters,25.0,United States,2000,10-01-2000,Basketball,1,0,0,1
Zaine,22.0,Brazil,2000,10-01-2000,Basketball,0,0,1,1
Eurelijus ukauskas,27.0,Lithuania,2000,10-01-2000,Basketball,0,0,1,1
Mathias Boe,32.0,Denmark,2012,08-12-2012,Badminton,0,1,0,1
Cai Yun,32.0,China,2012,08-12-2012,Badminton,1,0,0,1
Chen Long,23.0,China,2012,08-12-2012,Badminton,0,0,1,1
Fu Haifeng,28.0,China,2012,08-12-2012,Badminton,1,0,0,1
Mizuki Fujii,23.0,Japan,2012,08-12-2012,Badminton,0,1,0,1
Jeong JaeSeong,29.0,South Korea,2012,08-12-2012,Badminton,0,0,1,1
Reika Kakiiwa,23.0,Japan,2012,08-12-2012,Badminton,0,1,0,1
Lee Chong Wei,29.0,Malaysia,2012,08-12-2012,Badminton,0,1,0,1
Lee YongDae,23.0,South Korea,2012,08-12-2012,Badminton,0,0,1,1
Li Xuerui,21.0,China,2012,08-12-2012,Badminton,1,0,0,1
Lin Dan,28.0,China,2012,08-12-2012,Badminton,1,0,0,1
Ma Jin,24.0,China,2012,08-12-2012,Badminton,0,1,0,1
Carsten Mogensen,29.0,Denmark,2012,08-12-2012,Badminton,0,1,0,1
Saina Nehwal,22.0,India,2012,08-12-2012,Badminton,0,0,1,1
Joachim Fischer Nielsen,33.0,Denmark,2012,08-12-2012,Badminton,0,0,1,1
Christinna Pedersen,26.0,Denmark,2012,08-12-2012,Badminton,0,0,1,1
Valeriya Sorokina,28.0,Russia,2012,08-12-2012,Badminton,0,0,1,1
Tian Qing,25.0,China,2012,08-12-2012,Badminton,1,0,0,1
Nina Vislova,25.0,Russia,2012,08-12-2012,Badminton,0,0,1,1
Wang Yihan,24.0,China,2012,08-12-2012,Badminton,0,1,0,1
Xu Chen,27.0,China,2012,08-12-2012,Badminton,0,1,0,1
Zhang Nan,22.0,China,2012,08-12-2012,Badminton,1,0,0,1
Cai Yun,28.0,China,2008,8/24/2008,Badminton,0,1,0,1
Chen Jin,22.0,China,2008,8/24/2008,Badminton,0,0,1,1
Du Jing,24.0,China,2008,8/24/2008,Badminton,1,0,0,1
Fu Haifeng,24.0,China,2008,8/24/2008,Badminton,0,1,0,1
He Hanbin,22.0,China,2008,8/24/2008,Badminton,0,0,1,1
Hwang JiMan,24.0,South Korea,2008,8/24/2008,Badminton,0,0,1,1
Markis Kido,24.0,Indonesia,2008,8/24/2008,Badminton,1,0,0,1
Lee Chong Wei,25.0,Malaysia,2008,8/24/2008,Badminton,0,1,0,1
Lee GyeongWon,28.0,South Korea,2008,8/24/2008,Badminton,0,1,0,1
Lee JaeJin,25.0,South Korea,2008,8/24/2008,Badminton,0,0,1,1
Lee YongDae,19.0,South Korea,2008,8/24/2008,Badminton,1,0,0,1
Lin Dan,24.0,China,2008,8/24/2008,Badminton,1,0,0,1
Lilyana Natsir,22.0,Indonesia,2008,8/24/2008,Badminton,0,1,0,1
Hendra Setiawan,23.0,Indonesia,2008,8/24/2008,Badminton,1,0,0,1
Wei Yili,26.0,China,2008,8/24/2008,Badminton,0,0,1,1
Nova Widianto,30.0,Indonesia,2008,8/24/2008,Badminton,0,1,0,1
Xie Xingfan,27.0,China,2008,8/24/2008,Badminton,0,1,0,1
Maria Yulianti,23.0,Indonesia,2008,8/24/2008,Badminton,0,0,1,1
Zhang Ning,33.0,China,2008,8/24/2008,Badminton,1,0,0,1
Zhang Yawen,23.0,China,2008,8/24/2008,Badminton,0,0,1,1
Gail Emms,27.0,Great Britain,2004,8/29/2004,Badminton,0,1,0,1
Hian Eng,27.0,Indonesia,2004,8/29/2004,Badminton,0,0,1,1
Jens Eriksen,34.0,Denmark,2004,8/29/2004,Badminton,0,0,1,1
Ha TaeGwon,29.0,South Korea,2004,8/29/2004,Badminton,1,0,0,1
Taufik Hidayat,23.0,Indonesia,2004,8/29/2004,Badminton,1,0,0,1
Huang Sui,22.0,China,2004,8/29/2004,Badminton,0,1,0,1
Kim DongMun,28.0,South Korea,2004,8/29/2004,Badminton,1,0,0,1
Sony Dwi Kuncoro,20.0,Indonesia,2004,8/29/2004,Badminton,0,0,1,1
Lee DongSu,30.0,South Korea,2004,8/29/2004,Badminton,0,1,0,1
Lee GyeongWon,24.0,South Korea,2004,8/29/2004,Badminton,0,0,1,1
Flandy Limpele,30.0,Indonesia,2004,8/29/2004,Badminton,0,0,1,1
Mia Audina,24.0,Netherlands,2004,8/29/2004,Badminton,0,1,0,1
Na GyeongMin,27.0,South Korea,2004,8/29/2004,Badminton,0,0,1,1
Nathan Robertson,27.0,Great Britain,2004,8/29/2004,Badminton,0,1,0,1
Mette Schjoldager,27.0,Denmark,2004,8/29/2004,Badminton,0,0,1,1
Son SeungMo,24.0,South Korea,2004,8/29/2004,Badminton,0,1,0,1
Yang Wei,25.0,China,2004,8/29/2004,Badminton,1,0,0,1
Yu YongSeong,29.0,South Korea,2004,8/29/2004,Badminton,0,1,0,1
Zhang Jiewen,23.0,China,2004,8/29/2004,Badminton,1,0,0,1
Zhang Jun,26.0,China,2004,8/29/2004,Badminton,1,0,0,1
Zhang Ning,29.0,China,2004,8/29/2004,Badminton,1,0,0,1
Zhou Mi,25.0,China,2004,8/29/2004,Badminton,0,0,1,1
Simon Archer,27.0,Great Britain,2000,10-01-2000,Badminton,0,0,1,1
Ge Fei,26.0,China,2000,10-01-2000,Badminton,1,0,0,1
Gong Zhichao,23.0,China,2000,10-01-2000,Badminton,1,0,0,1
Gu Jun,25.0,China,2000,10-01-2000,Badminton,1,0,0,1
Tony Gunawan,25.0,Indonesia,2000,10-01-2000,Badminton,1,0,0,1
Ha TaeGwon,25.0,South Korea,2000,10-01-2000,Badminton,0,0,1,1
Trikus Haryanto,26.0,Indonesia,2000,10-01-2000,Badminton,0,1,0,1
Hendrawan,28.0,Indonesia,2000,10-01-2000,Badminton,0,1,0,1
Huang Nanyan,23.0,China,2000,10-01-2000,Badminton,0,1,0,1
Ji Xinpeng,22.0,China,2000,10-01-2000,Badminton,1,0,0,1
Kim DongMun,24.0,South Korea,2000,10-01-2000,Badminton,0,0,1,1
Lee DongSu,26.0,South Korea,2000,10-01-2000,Badminton,0,1,0,1
Camilla Martin,26.0,Denmark,2000,10-01-2000,Badminton,0,1,0,1
Qin Yiyuan,27.0,China,2000,10-01-2000,Badminton,0,0,1,1
Minarti Timur,32.0,Indonesia,2000,10-01-2000,Badminton,0,1,0,1
Candra Wijaya,25.0,Indonesia,2000,10-01-2000,Badminton,1,0,0,1
Joanne WrightGoode,27.0,Great Britain,2000,10-01-2000,Badminton,0,0,1,1
Xia Xuanze,21.0,China,2000,10-01-2000,Badminton,0,0,1,1
Yang Wei,21.0,China,2000,10-01-2000,Badminton,0,1,0,1
Ye Zhaoying,26.0,China,2000,10-01-2000,Badminton,0,0,1,1
Yu YongSeong,25.0,South Korea,2000,10-01-2000,Badminton,0,1,0,1
Zhang Jun,22.0,China,2000,10-01-2000,Badminton,1,0,0,1
Valerie AdamsVili,27.0,New Zealand,2012,08-12-2012,Athletics,1,0,0,1
Habiba AlGhribiBoudra,28.0,Tunisia,2012,08-12-2012,Athletics,0,1,0,1
Ade AlleyneForte,23.0,Trinidad and Tobago,2012,08-12-2012,Athletics,0,0,1,1
Nijel Amos,18.0,Botswana,2012,08-12-2012,Athletics,0,1,0,1
Sofia Assefa,24.0,Ethiopia,2012,08-12-2012,Athletics,0,0,1,1
Ryan Bailey,23.0,United States,2012,08-12-2012,Athletics,0,1,0,1
Kemar BaileyCole,20.0,Jamaica,2012,08-12-2012,Athletics,1,0,0,1
Keshia Baker,24.0,United States,2012,08-12-2012,Athletics,1,0,0,1
Brigetta Barrett,21.0,United States,2012,08-12-2012,Athletics,0,1,0,1
Erick Barrondo,21.0,Guatemala,2012,08-12-2012,Athletics,0,1,0,1
Mutaz Essa Barshim,21.0,Qatar,2012,08-12-2012,Athletics,0,0,1,1
Tariku Bekele,25.0,Ethiopia,2012,08-12-2012,Athletics,0,0,1,1
Keston Bledman,24.0,Trinidad and Tobago,2012,08-12-2012,Athletics,0,0,1,1
Chris Brown,33.0,Bahamas,2012,08-12-2012,Athletics,1,0,0,1
Yelyzaveta Bryzhina,22.0,Ukraine,2012,08-12-2012,Athletics,0,0,1,1
Gamze Bulut,20.0,Turkey,2012,08-12-2012,Athletics,0,1,0,1
Marc Burns,29.0,Trinidad and Tobago,2012,08-12-2012,Athletics,0,0,1,1
Asli akir,26.0,Turkey,2012,08-12-2012,Athletics,1,0,0,1
Emmanuel Callender,28.0,Trinidad and Tobago,2012,08-12-2012,Athletics,0,0,1,1
Schillonie Calvert,24.0,Jamaica,2012,08-12-2012,Athletics,0,1,0,1
Nesta Carter,26.0,Jamaica,2012,08-12-2012,Athletics,1,0,0,1
Chen Ding,19.0,China,2012,08-12-2012,Athletics,1,0,0,1
Tatyana Chernova,24.0,Russia,2012,08-12-2012,Athletics,0,0,1,1
Anna Chicherova,30.0,Russia,2012,08-12-2012,Athletics,1,0,0,1
Javier Culson,28.0,Puerto Rico,2012,08-12-2012,Athletics,0,0,1,1
Christine Day,25.0,Jamaica,2012,08-12-2012,Athletics,0,0,1,1
Meseret Defar,28.0,Ethiopia,2012,08-12-2012,Athletics,1,0,0,1
Janay DeLoach,26.0,United States,2012,08-12-2012,Athletics,0,0,1,1
Jeff Demps,22.0,United States,2012,08-12-2012,Athletics,0,1,0,1
Lashinda Demus,29.0,United States,2012,08-12-2012,Athletics,0,1,0,1
Diamond Dixon,20.0,United States,2012,08-12-2012,Athletics,1,0,0,1
Fabrizio Donato,35.0,Italy,2012,08-12-2012,Athletics,0,0,1,1
Derek Drouin,22.0,Canada,2012,08-12-2012,Athletics,0,0,1,1
Ashton Eaton,24.0,United States,2012,08-12-2012,Athletics,1,0,0,1
Jessica Ennis,26.0,Great Britain,2012,08-12-2012,Athletics,1,0,0,1
Tatyana Firova,29.0,Russia,2012,08-12-2012,Athletics,0,1,0,1
Michael Frater,29.0,Jamaica,2012,08-12-2012,Athletics,1,0,0,1
Tyson Gay,30.0,United States,2012,08-12-2012,Athletics,0,1,0,1
Dejen Gebremeskel,22.0,Ethiopia,2012,08-12-2012,Athletics,0,1,0,1
Tiki Gelana,24.0,Ethiopia,2012,08-12-2012,Athletics,1,0,0,1
Gong Lijiao,23.0,China,2012,08-12-2012,Athletics,0,0,1,1
Robbie Grabarz,24.0,Great Britain,2012,08-12-2012,Athletics,0,0,1,1
Yuliya Gushchina,29.0,Russia,2012,08-12-2012,Athletics,0,1,0,1
Ehsan Haddadi,27.0,Iran,2012,08-12-2012,Athletics,0,1,0,1
Trey Hardee,28.0,United States,2012,08-12-2012,Athletics,0,1,0,1
Dawn Harper,28.0,United States,2012,08-12-2012,Athletics,0,1,0,1
Robert Harting,27.0,Germany,2012,08-12-2012,Athletics,1,0,0,1
Betty Heidler,28.0,Germany,2012,08-12-2012,Athletics,0,0,1,1
Zuzana Hejnov,25.0,Czech Republic,2012,08-12-2012,Athletics,0,0,1,1
Samantha HenryRobinson,23.0,Jamaica,2012,08-12-2012,Athletics,0,1,0,1
Reese Hoffa,34.0,United States,2012,08-12-2012,Athletics,0,0,1,1
Raphael Holzdeppe,22.0,Germany,2012,08-12-2012,Athletics,0,0,1,1
Caterine Ibargn,28.0,Colombia,2012,08-12-2012,Athletics,0,1,0,1
Abdalaati Iguider,25.0,Morocco,2012,08-12-2012,Athletics,0,0,1,1
Yelena Isinbayeva,30.0,Russia,2012,08-12-2012,Athletics,0,0,1,1
Maryam Jamal,27.0,Bahrain,2012,08-12-2012,Athletics,0,0,1,1
Kirani James,19.0,Grenada,2012,08-12-2012,Athletics,1,0,0,1
Priscah Jeptoo,28.0,Kenya,2012,08-12-2012,Athletics,0,1,0,1
Olga Kaniskina,27.0,Russia,2012,08-12-2012,Athletics,0,1,0,1
Gerd Kanter,33.0,Estonia,2012,08-12-2012,Athletics,0,0,1,1
Anastasiya Kapachinskaya,32.0,Russia,2012,08-12-2012,Athletics,0,1,0,1
Ezekiel Kemboi,30.0,Kenya,2012,08-12-2012,Athletics,1,0,0,1
Trell Kimmons,27.0,United States,2012,08-12-2012,Athletics,0,1,0,1
Stephen Kiprotich,23.0,Uganda,2012,08-12-2012,Athletics,1,0,0,1
Wilson Kipsang Kiprotich,30.0,Kenya,2012,08-12-2012,Athletics,0,0,1,1
Sally Jepkosgei Kipyego,26.0,Kenya,2012,08-12-2012,Athletics,0,1,0,1
Sergey Kirdyapkin,32.0,Russia,2012,08-12-2012,Athletics,1,0,0,1
Abel Kirui,30.0,Kenya,2012,08-12-2012,Athletics,0,1,0,1
Timothy Kitum,17.0,Kenya,2012,08-12-2012,Athletics,0,0,1,1
Bianca Knight,23.0,United States,2012,08-12-2012,Athletics,1,0,0,1
Yevgeniya Kolodko,22.0,Russia,2012,08-12-2012,Athletics,0,1,0,1
Primo Kozmus,32.0,Slovenia,2012,08-12-2012,Athletics,0,1,0,1
Antonina Krivoshapka,25.0,Russia,2012,08-12-2012,Athletics,0,1,0,1
Erik Kynard,21.0,United States,2012,08-12-2012,Athletics,0,1,0,1
Yelena Lashmanova,20.0,Russia,2012,08-12-2012,Athletics,1,0,0,1
Renaud Lavillenie,25.0,France,2012,08-12-2012,Athletics,1,0,0,1
Deon Lendore,19.0,Trinidad and Tobago,2012,08-12-2012,Athletics,0,0,1,1
Li Yanfeng,33.0,China,2012,08-12-2012,Athletics,0,0,1,1
Shereefa Lloyd,29.0,Jamaica,2012,08-12-2012,Athletics,0,0,1,1
Thomas Longosiwa,30.0,Kenya,2012,08-12-2012,Athletics,0,0,1,1
Tatyana Lysenko,28.0,Russia,2012,08-12-2012,Athletics,1,0,0,1
Tianna Madison,26.0,United States,2012,08-12-2012,Athletics,1,0,0,1
Tomasz Majewski,30.0,Poland,2012,08-12-2012,Athletics,1,0,0,1
Taoufik Makhloufi,24.0,Algeria,2012,08-12-2012,Athletics,1,0,0,1
Josh Mance,20.0,United States,2012,08-12-2012,Athletics,0,1,0,1
Leo Manzano,27.0,United States,2012,08-12-2012,Athletics,0,1,0,1
Michael Mathieu,28.0,Bahamas,2012,08-12-2012,Athletics,1,0,0,1
Francena McCorory,23.0,United States,2012,08-12-2012,Athletics,1,0,0,1
Sally McLellanPearson,25.0,Australia,2012,08-12-2012,Athletics,1,0,0,1
Tony McQuay,22.0,United States,2012,08-12-2012,Athletics,0,1,0,1
Mahiedine MekhissiBenabbad,27.0,France,2012,08-12-2012,Athletics,0,1,0,1
Aries Merritt,27.0,United States,2012,08-12-2012,Athletics,1,0,0,1
Ramon Miller,25.0,Bahamas,2012,08-12-2012,Athletics,1,0,0,1
Manteo Mitchell,25.0,United States,2012,08-12-2012,Athletics,0,1,0,1
Koji Murofushi,37.0,Japan,2012,08-12-2012,Athletics,0,0,1,1
Abel Mutai,23.0,Kenya,2012,08-12-2012,Athletics,0,0,1,1
Nataliya Nazarova,33.0,Russia,2012,08-12-2012,Athletics,0,1,0,1
Bryshon Nellum,23.0,United States,2012,08-12-2012,Athletics,0,1,0,1
Christina Obergfll,30.0,Germany,2012,08-12-2012,Athletics,0,1,0,1
Christine Ohuruogu,28.0,Great Britain,2012,08-12-2012,Athletics,0,1,0,1
Bjrn Otto,34.0,Germany,2012,08-12-2012,Athletics,0,1,0,1
Oleksandr Piatnytsia,27.0,Ukraine,2012,08-12-2012,Athletics,0,1,0,1
